Author_ID|Author_name|Comment_number|Sentence_number|Domain_Relevance|Sentiment|Entity|Attribute|Sentence|Source_file|Annotator
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|11|9|n|cp|p|This leads to less food produce resulting in increase in the cost of food.|quora.json|florian
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|12|9|n|cf|g|This clearly explains why intensive agriculture is not sustainable to consumer and producer.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|1|9|n|f|e|Organic agriculture is not more sustainable than conventional agriculture.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|2|0|nan|nan|nan|Actually, it is sustainable where people can afford to pay the premium price for organic produce, like in Switzerland or other wealthy countries.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|3|0|nan|nan|nan|It is not sustainable where people cannot afford to spend the extra money on it.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|4|0|nan|nan|nan|There are several reasons for organic produce to be more expensive: It is mostly from small scale plantings (at least in Europe)Has lower output (yields) per acre planted (lower yields, more discards)Is more labor intensiveIs premium priced Especially the last point is what drives the price.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|5|0|nan|nan|nan|It's “feel good food” and one has to pay for that.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|6|9|0|cp|h|Producers and distributors play into this and sell organic produce as being healthier than conventionally grown.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|7|0|nan|nan|nan|This misconception resonates with the public willing to pay a premium for a clean conscience.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|8|0|nan|nan|nan|Foodscare, so to say.|quora.json|florian
Eric-Guicherit|Eric Guicherit|481|9|9|n|g|c|In fact, organic food can contain higher levels of mycotoxins due to less effective fungal control.|quora.json|florian
Dallas-Herrmann|Dallas Herrmann|485|1|9|n|f|e|If organic agriculture is more sustainable than intensive agriculture, why does it cost so much more at the grocery store?|quora.json|florian
Dallas-Herrmann|Dallas Herrmann|485|2|9|n|f|g|Organic agriculture cannot match the productivity of conventional agricultural because of the nitrogen problem: conventional again uses artificially fixed nitrogen, while a true organic system uses legumes in rotation to fix nitrogen.|quora.json|florian
"Dallas-Herrmann|Dallas Herrmann|485|3|9|n|cf|g|""The """"studies"""" that suggest organic agriculture is better dodge this problem by obtaining nitrogen from the waste products of conventional farms.""|quora.json|florian"
"Dallas-Herrmann|Dallas Herrmann|485|4|9|n|p|e|""By and large"," """"organic"""" produce is no different than conventionally grown produce"," and the methods are no more sustainable.""|quora.json|florian"
"Dallas-Herrmann|Dallas Herrmann|485|5|9|n|g|ll|""The """"certified organic"""" label does allow retailers to charge higher prices"," making up for the higher costs of production and lower yields.""|quora.json|florian"
Mark-Keating|Mark Keating|487|1|9|0|f|g|So do you think it's the organic farmers that are reaping the excess profits, or are the grocers making all the money here?|quora.json|florian
Danise-Codekas|Danise Codekas|490|1|9|0|p|q|As people use more organic products, they'll have subtle olfactory, oral memory tracks reinforced and those anthropomorphic, DNA food cells will scream louder for fresh, chemical -free sustenance.|quora.json|florian
Jim-Gordon|Jim Gordon|492|1|0|nan|nan|nan|My first reaction to being asked to answer this was to ridicule the question, doubting the premise.|quora.json|florian
Jim-Gordon|Jim Gordon|492|2|0|nan|nan|nan|On reflection, however, I can think of a possible explanatory conjecture, requiring someone else's confirmation.|quora.json|florian
Jim-Gordon|Jim Gordon|492|3|9|0|p|g|The market for organic eggs is smaller than that for non-organic eggs, which to me implies that the logistical system between producer and consumer would be shorter.|quora.json|florian
Jim-Gordon|Jim Gordon|492|4|9|n|p|q|As eggs dwell in the logistics pipeline, their proteins begin to break down and the eggs become watery.|quora.json|florian
Jim-Gordon|Jim Gordon|492|5|9|0|p|q|A watery (older, non-organic) egg is less likely to stick to the hot metal of the frying pan than the fresher organic egg with its denser protein.|quora.json|florian
Jim-Gordon|Jim Gordon|492|6|0|nan|nan|nan|Perhaps Jonas Luster can debunk or confirm my conjecture.|quora.json|florian
Mikka-Luster|Mikka Luster|493|1|0|nan|nan|nan|No, man, you have it completely right.|quora.json|florian
Mikka-Luster|Mikka Luster|493|2|9|0|cp|g|In addition, non-organic eggs usually come from CAFO in the far north and are cool-chained, which would, even if the distances are the same, change the composition.|quora.json|florian
Mikka-Luster|Mikka Luster|493|3|0|nan|nan|nan|Another idea I can't confirm or deny but would make sense is that mass production eggs might have a lower fat and higher protein content due to overfed hens.|quora.json|florian
Mark-Horn|Mark Horn|496|1|0|nan|nan|nan|The response to this question may differ somewhat by country.|quora.json|florian
Mark-Horn|Mark Horn|496|2|0|nan|nan|nan|Take the example of Brazil, which has one of the world's largest cattle herds and is one of world's largest beef exporters.|quora.json|florian
Mark-Horn|Mark Horn|496|3|0|nan|nan|nan|Brahman bull in Avaré, Brazil [Source: Wikimedia Commons, Author: José Reynaldo da Fonseca] Organic beef production in Brazil offers the following tangible environmental benefits (WWF - O que é carne orgânica?|quora.json|florian
Mark-Horn|Mark Horn|496|4|0|nan|nan|nan|): Producers must comply with environmental legislation, including set asides of legal reserve and areas of permanent preservation on every farm/property, as required by the Brazilian Forest Code.|quora.json|florian
Mark-Horn|Mark Horn|496|5|0|nan|nan|nan|In addition... Water sources must be protected Use of fire is prohibited in management of pastures Prohibition of use of pesticides and chemicals protects soil and water resources Commercial organic beef production in Brazil has a history of only about 3 years and is still relatively small in scale.|quora.json|florian
"Mark-Horn|Mark Horn|496|6|0|nan|nan|nan|""Regarding the land use question"," it is important to note: (1) most cattle in Brazil are raised """"free-range"""" (as use of feedlots is limited)", although not organically, and (2) there is not a shortage of arable land in Brazil," thus there is not a direct trade-off between grazing cattle (or free-range production of other livestock) and crop cultivation.""|quora.json|florian"
Mark-Horn|Mark Horn|496|7|0|nan|nan|nan|Cattle ranching has been linked to deforestation in the Amazon, and Brazilian government policies have been successful in reducing the rate of deforestation in recent years ( Deforestation in the Amazon .)|quora.json|florian
Andrew-Brodsky-1|Andrew Brodsky|498|1|9|0|cg|g|I analyzed 50 peer-reviewed studies that compared safety aspects of organic and conventional foods for my website, Fact or Fizzle - Questions Answered.|quora.json|florian
Andrew-Brodsky-1|Andrew Brodsky|498|2|9|p|cg|g|Although I did not look specifically for environmental effects (I focused on studies that investigated safety of consuming organics), there were some interesting findings.|quora.json|florian
Andrew-Brodsky-1|Andrew Brodsky|498|3|9|p|cg|s|Of the 18 studies I found that compared the safety of organic and conventional meats, the evidence in favor of organics was mixed.|quora.json|florian
"Andrew-Brodsky-1|Andrew Brodsky|498|4|9|p|f|h|""However", a number of studies found that organic meats had less antibiotic resistance," which has environmental implications because greater resistance to antibiotics could lead to more dangerous """"super-bugs"""".""|quora.json|florian"
Andrew-Brodsky-1|Andrew Brodsky|498|5|9|n|f|h|At the same time, the research shows that organics tend to have more contaminants, such as e-coli.|quora.json|florian
Andrew-Brodsky-1|Andrew Brodsky|498|6|0|nan|nan|nan|You can see the whole analysis and ratings of the underlying studies here: Is organic meat safer than conventional?|quora.json|florian
Andrew-Brodsky-1|Andrew Brodsky|498|7|0|nan|nan|nan|- Fact or Fizzle|quora.json|florian
John-DuRette|John DuRette|499|1|0|nan|nan|nan|Sustainable sounds more intelligent to me, perhaps hand in hand with some of the discussion here: Farming: What are ethical ways to raise animals you intend to kill for food?|quora.json|florian
John-DuRette|John DuRette|499|2|0|nan|nan|nan|It wouldn't be too difficult to advocate de-centralized farming as a method of protecting domestic food sources.|quora.json|florian
John-DuRette|John DuRette|499|3|0|nan|nan|nan|Regionalized farming would reduce transportation costs along with many of the associated negative elements.|quora.json|florian
John-DuRette|John DuRette|499|4|0|nan|nan|nan|The entire economy of food production and land maintenance would re-distribute as well.|quora.json|florian
John-DuRette|John DuRette|499|5|0|nan|nan|nan|Although I think there are valid debates against this concept as an absolute solution, Sustainable livestock production is possible .|quora.json|florian
John-DuRette|John DuRette|499|6|0|nan|nan|nan|I doubt this is a 'new' concept - it seems that is what was common only a hundred years ago back thousands of years.|quora.json|florian
John-DuRette|John DuRette|499|7|0|nan|nan|nan|One person I've heard mentioned as part of the decline in the farming industry in America is Earl Butz , the Secretary of Agriculture under Nixon/Ford who told farmers to 'Get Big, or Get Out.'|quora.json|florian
John-DuRette|John DuRette|499|8|0|nan|nan|nan|This led the way for farm subsidies in corn manufacturing and the associated issues that have arisen from that.|quora.json|florian
John-DuRette|John DuRette|499|9|0|nan|nan|nan|So we can point to the beginning of the current crisis in the food industries to 1971.|quora.json|florian
John-DuRette|John DuRette|499|10|0|nan|nan|nan|Examples in America: Grow.|quora.json|florian
John-DuRette|John DuRette|499|11|0|nan|nan|nan|'Ekar Farm and Community Gardens is a communal urban farm, inspired by Jewish values.'|quora.json|florian
"John-DuRette|John DuRette|499|12|0|nan|nan|nan|""<URL>"""" and Polyface"," Inc. which includes livestock raising.""|quora.json|florian"
John-DuRette|John DuRette|499|13|0|nan|nan|nan|Joel Salatin is an advocate of the style of farming.|quora.json|florian
John-DuRette|John DuRette|499|14|0|nan|nan|nan|Cattle are historically forest edge browsers, not primarily meadow grass eaters.|quora.json|florian
John-DuRette|John DuRette|499|15|0|nan|nan|nan|Chickens are forage browsers.|quora.json|florian
John-DuRette|John DuRette|499|16|0|nan|nan|nan|Pigs are omniverous rooters.|quora.json|florian
"John-DuRette|John DuRette|499|17|0|nan|nan|nan|""As Jeanmarie Todd details in the Quora link I listed first"," there are environments that can be created that are a virtual self-contained eco-system that can continuously produce food for human consumption known as <URL>"""" .""|quora.json|florian"
John-DuRette|John DuRette|499|18|0|nan|nan|nan|Allan Savory Many people will grow some of their own vegetables if they have the space.|quora.json|florian
John-DuRette|John DuRette|499|19|0|nan|nan|nan|A smaller picture of the changing self-sustainability is changes in many city's laws regarding the keeping and raising chickens.|quora.json|florian
John-DuRette|John DuRette|499|20|9|n|g|ll|The 'organic' label is abused as much as the concept of 'grass-fed' and 'free-range.'|quora.json|florian
John-DuRette|John DuRette|499|21|9|0|f|g|In changing from (or running in parallel) large industrial agriculture to a co-op type of system, our culture could gain the benefits of regional/local farming (employment, boosts to the economy, reduced transportation costs, diversity and quality) while using networking techniques that de-centralize production, processing and storage.|quora.json|florian
John-DuRette|John DuRette|499|22|0|nan|nan|nan|This wouldn't eliminate large-scale industrial ag, but it could enable those industries to modify or improve how they produce.|quora.json|florian
John-DuRette|John DuRette|499|23|0|nan|nan|nan|The two separate systems could end up complimenting each other.|quora.json|florian
John-DuRette|John DuRette|499|24|0|nan|nan|nan|EDIT to add: ... an interesting graphic.|quora.json|florian
Joshua-Engel|Joshua Engel|501|1|9|n|cf|e|It's more sustainable than conventional farming.|quora.json|florian
Joshua-Engel|Joshua Engel|501|2|9|p|f|e|It uses less fuel, produces less waste, does less damage to the soil, and introduces fewer long-lived pesticides into the environment.|quora.json|florian
Joshua-Engel|Joshua Engel|501|3|0|nan|nan|nan|Studies differ, but it appears to produce slightly lower yield at a considerable decrease in input costs for many products.|quora.json|florian
"Joshua-Engel|Joshua Engel|501|4|0|nan|nan|nan|""This study", for example, found that corn and wheat (major staples) were more efficient in organics," but that conventional potatoes and apples used less energy: <URL>"""" But """"more sustainable"""" is different from """"sustainable"""""," and organic farming still does a number on the environment.""|quora.json|florian"
Joshua-Engel|Joshua Engel|501|5|0|nan|nan|nan|It uses a lot of energy, and as long as that energy comes from fossil fuels, it's not going to be sustainable.|quora.json|florian
"Jim-Seidman|Jim Seidman|502|1|0|nan|nan|nan|""The abstract of the article says"," """"However"," conventional potato and apple production was 7–93% more energy efficient than organic production.""""""|quora.json|florian"
"Jim-Seidman|Jim Seidman|502|2|0|nan|nan|nan|""Does """"93% more energy efficient"""" actually mean that it used only 7% as much energy as organic production"," i.e.""|quora.json|florian"
Jim-Seidman|Jim Seidman|502|3|9|n|f|g|that in some cases organic farming was actually 14 times more energy intensive?|quora.json|florian
Joshua-Engel|Joshua Engel|507|1|0|nan|nan|nan|Yeah, it's definitely complicated.|quora.json|florian
Joshua-Engel|Joshua Engel|507|2|0|nan|nan|nan|I'm not a big fan of the monocultures for exactly that reason.|quora.json|florian
"Joshua-Engel|Joshua Engel|507|3|9|p|g|g|""Commercial """"organic"""" is deeply problematic but at least it can be better than the full-on industrial farming on that score.""|quora.json|florian"
Jack-Willis-9|Jack Willis|510|1|9|n|g|p|If there is a considerable decrease in input cost, why is it that organic food is much more expensive?|quora.json|florian
Matthew-Petrucci|Matthew Petrucci|414|9|9|n|p|p|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|9|9|p|cp|p|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|9|9|p|p|h|Consider that there are myriad varieties of natural pest control measures used by organic-certified farms including oil-based suffocants, which - granted - are a fair bit more expensive than conventional pesticides, but work equally well.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|10|9|p|p|t|Most supermarket/greengrocer tomatoes are grown in hydroponic systems in sealed greenhouses or similar constructions, which are closed-off against pests.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|11|9|p|p|g|These facilities are regularly sprayed and controlled, whether by organic or non-organic means.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|12|0|nan|nan|nan|Especially in the U.S. tomatoes (among other foods) are being irradiated, with the 'intention' of reducing food poisoning and rendering larvae and eggs inert.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|13|9|0|g|p|Remember, you are paying a premium for organic food because of the absence of synthetic fertilisers, chemical sprays, insecticides and pesticides, among other measures.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|13|9|0|p|h|Remember, you are paying a premium for organic food because of the absence of synthetic fertilisers, chemical sprays, insecticides and pesticides, among other measures.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|14|9|0|p|c|Nevertheless, organic foods are generally still sprayed for the sake of crop preservation, with substances on an 'permitted' list.|quora.json|kamal
Matthew-Petrucci|Matthew Petrucci|414|15|9|p|p|e|Let's not forget that humans have successfully cultivated crops without synthetics for thousands of years, using 'natural' methods (such as mesh bags) that we are beginning to see a resurgence in use with avid home gardeners.|quora.json|kamal
"Michael-Graham-4|Michael Graham|415|1|9|n|gg|s|""Verbatim from: <URL>"""" HOW TO AVOID CONSUMING GMO’S WHEN EATING OUT: Unless labeled or listed organic (or from a reputable local farm the restaurant can verify doesn’t use GMO seeds or feed)"," I suggest avoiding these 8 genetically modified (GM) foods when dining out: Corn Soy Sugar (beet sugar – i.e.""|quora.json|kamal"
Michael-Graham-4|Michael Graham|415|2|9|n|gg|s|refined sugar) Papayas (from Hawaii) Canola Cotton (cottonseed oil) Dairy (conventional American cow’s milk and cheese) Zucchini/Yellow Squash Conventional Meat (They are fed GM corn & soy) GM corn, soy and canola oil are the cheapest for restaurants to purchase.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|2|9|p|gg|p|refined sugar) Papayas (from Hawaii) Canola Cotton (cottonseed oil) Dairy (conventional American cow’s milk and cheese) Zucchini/Yellow Squash Conventional Meat (They are fed GM corn & soy) GM corn, soy and canola oil are the cheapest for restaurants to purchase.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|3|9|0|gg|g|Ask your server about the oils they use to make your food – this is where GMOs are hidden in almost everything from salad dressings to soups to pan or deep fried items.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|4|0|nan|nan|nan|Know the exceptions: Ask if the cheese is imported.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|5|9|n|gg|s|A cheese from France means you are safe from rbGH – genetically engineered growth hormone and genetically modified ingredients, as this country has banned GMOs all together.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|5|9|0|gg|av|A cheese from France means you are safe from rbGH – genetically engineered growth hormone and genetically modified ingredients, as this country has banned GMOs all together.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|6|9|0|gg|g|Look out for these hidden GM ingredients: Amino Acids, Aspartame, Ascorbic Acid, Sodium Ascorbate, Vitamin C, Citric Acid, Sodium Citrate, Flavorings (“natural” and “artificial”), High Fructose Corn Syrup, Hydrolyzed Vegetable Protein, Lactic Acid, Maltodextrins, Molasses, Monosodium Glutamate, Sucrose, Textured Vegetable Protein (TVP), Xanthan Gum, Vitamins, Yeast Products.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|7|9|n|gg|s|Unless the sugar they use to make desserts is 100% pure cane, it’s likely from GM sugar beets Consider having the Non-GMO Shopping Guide in your purse or pocket that has a list of GM ingredients that you want to avoid and give it to your waiter or even call ahead.|quora.json|kamal
Michael-Graham-4|Michael Graham|415|8|0|nan|nan|nan|If more people did this, maybe restaurants would start to pay more attention to the products they buy.|quora.json|kamal
"Michael-Graham-4|Michael Graham|415|9|9|n|p|g|""Non-GMO Shopping Guide: <URL>""""""|quora.json|kamal"
"Joshua-Engel|Joshua Engel|416|1|9|0|g|ll|""Well"," the name """"organic"""""," for one.""|quora.json|kamal"
Joshua-Engel|Joshua Engel|416|2|9|n|c|g|The organic rules were designed by large agribusinesses, imposing overhead requirements that small farmers find it hard to meet.|quora.json|kamal
Joshua-Engel|Joshua Engel|416|2|9|n|f|pp|The organic rules were designed by large agribusinesses, imposing overhead requirements that small farmers find it hard to meet.|quora.json|kamal
Joshua-Engel|Joshua Engel|416|3|9|n|c|g|And conversely, they allow processes that the founders of the organic movement find abhorrent: overcrowding, monoculture, poor nutrition safety created by extreme isolation rather than by care for the animals.|quora.json|kamal
"Joshua-Engel|Joshua Engel|416|4|9|0|g|ll|""And that's just in the term """"organic"""".""|quora.json|kamal"
Joshua-Engel|Joshua Engel|416|5|9|n|cf|a|Among conventional farmers, animals are subjected to abusive treatments, even worse diets, antibiotics, hormones; plants are genetically modified and sprayed with toxic chemicals.|quora.json|kamal
Joshua-Engel|Joshua Engel|416|5|9|n|cf|c|Among conventional farmers, animals are subjected to abusive treatments, even worse diets, antibiotics, hormones; plants are genetically modified and sprayed with toxic chemicals.|quora.json|kamal
Joshua-Engel|Joshua Engel|416|6|9|p|cp|av|And these processes are in fact subsidized, even for extremely wealthy agribusinesses, so that farmers wanting to practice more responsible farming (both for health and the environment) have their prices undercut by government support, as if the government were trying to drive the out of business.|quora.json|kamal
Joshua-Engel|Joshua Engel|416|6|9|n|p|av|And these processes are in fact subsidized, even for extremely wealthy agribusinesses, so that farmers wanting to practice more responsible farming (both for health and the environment) have their prices undercut by government support, as if the government were trying to drive the out of business.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|1|9|p|p|g|Suggest finding a local grower/farmer who will sell you their organic fruit and vegetables - and hopefully their grass-fed, free-range meat and poultry too.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|2|0|nan|nan|nan|Or they can recommend someone who can.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|l|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|av|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|3|9|p|p|p|Your local grower is likely to have less mark up on their organic goods than the big stores and they will probably provide delivery as well, which is saving you even more money.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|4|9|n|p|ll|I agree with Sarah's comment, stay away from packaged food if you can, it has overheads attached and so the price goes up.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|4|9|n|p|p|I agree with Sarah's comment, stay away from packaged food if you can, it has overheads attached and so the price goes up.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|5|9|0|p|g|And planning is key, especially when it comes to storage and figuring out how long you have to use the produce before it loses its freshness.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|6|9|0|p|q|You want to maximise the life of your organic stash.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|7|9|0|p|g|Planning reduces wastage and helps your food purchase go further.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|8|0|nan|nan|nan|Also think about the old fashioned barter system.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|9|0|nan|nan|nan|Do you have a business that sells a product or service your local farmer may exchange for produce, e.g.|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|10|0|nan|nan|nan|hairdresser, accountant, clothing retailer?|quora.json|kamal
Rochelle-Foster|Rochelle Foster|421|11|9|0|p|g|My sister is a hairdresser who exchanges haircuts for things like fresh eggs from her neighbour's hen house, home grown tomatoes and weekly house cleaning.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|1|0|nan|nan|nan|tl;dr: Absolutely on meat and eggs, possibly on dairy products, probably not on vegetables, and no way in hell on TV dinners.|quora.json|kamal
"Joshua-Engel|Joshua Engel|423|2|9|n|g|ll|""""""Organic"""" is", unfortunately," something of a misnomer at this point.""|quora.json|kamal"
"Joshua-Engel|Joshua Engel|423|3|9|n|p|ll|""The federal rules for """"organic"""" allow all sorts of dubious behavior"," while prohibiting the use of """"organic"""" labels on foods that are actually better and more nutritious because they can't comply with rules designed for vast agribusinesses.""|quora.json|kamal"
Joshua-Engel|Joshua Engel|423|4|9|0|p|q|An organic vegetable is largely indistinguishable from a conventionally-grown one.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|4|9|0|cp|q|An organic vegetable is largely indistinguishable from a conventionally-grown one.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|5|9|n|p|av|It's still grown in vast monocultures, far away from where you live, in varieties designed to ship well and look like a Platonic ideal of the vegetable.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|6|9|n|p|c|They are still subjected to pesticides and fertilizers.|quora.json|kamal
"Joshua-Engel|Joshua Engel|423|7|9|0|cg|c|""The """"natural"""" nature of the fertilizers may give them a faint chance of being more tasty than those grown with chemical fertilizers (which are reductionist and may deprive plants of some things they need to develop full flavor)"," but I suspect few people can spot the difference.""|quora.json|kamal"
Joshua-Engel|Joshua Engel|423|8|0|nan|nan|nan|However, many people prefer them for non-taste reasons.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|9|9|0|g|c|The pesticides they're subjected to are less effective, so they need to use more rotation and other techniques to avoid predators.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|10|9|p|p|s|This dumps less dangerous pesticides into the environment and may be safer for workers.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|10|9|n|p|c|This dumps less dangerous pesticides into the environment and may be safer for workers.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|11|9|0|p|t|If you want better flavor, however, you pick vegetable varieties grown to taste good rather than to ship.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|12|9|0|p|l|That usually means eating locally, which implies seasonally.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|13|9|n|p|c|It's also unlikely to be organic, since that would forbid ever using any chemical fertilizers or pesticides, leaving land fallow for years that local farmers can't afford.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|14|9|p|p|t|But it's going to be tastier, and probably healthier despite the occasional use of chemical pesticides (if done judiciously).|quora.json|kamal
Joshua-Engel|Joshua Engel|423|15|0|nan|nan|nan|The differences with animal products are more noticeable.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|16|9|n|cp|c|Animals packed in conventionally have to be given huge amounts of antibiotics to keep them from dying.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|17|9|n|cp|t|These crowded conditions yield bland meat and eggs, and are an ethical nightmare.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|17|9|n|cp|a|These crowded conditions yield bland meat and eggs, and are an ethical nightmare.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|18|9|n|cf|g|They have to be fed a slightly more diverse range of foods to keep them healthy.|quora.json|kamal
"Joshua-Engel|Joshua Engel|423|19|9|0|p|q|""But the food is still limited in variety"," and the difference between the """"organically"""" grown mass-produced grain and conventional is probably undetectable.""|quora.json|kamal"
"Joshua-Engel|Joshua Engel|423|19|9|0|cp|q|""But the food is still limited in variety"," and the difference between the """"organically"""" grown mass-produced grain and conventional is probably undetectable.""|quora.json|kamal"
Joshua-Engel|Joshua Engel|423|20|9|0|p|q|You will notice the difference with eggs, absolutely.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|21|9|p|p|t|The meat will be slightly more flavorful.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|22|9|p|p|q|It should be noticeable in milk, but organic milk is generally subjected to a different pasteurization process.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|23|9|p|g|g|The difference in processes will make a more noticeable flavor change than the underlying product.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|24|9|0|p|q|The more processed the food is, the less the difference matters because it's been so thoroughly modified from its original state.|quora.json|kamal
Joshua-Engel|Joshua Engel|423|24|9|0|cp|q|The more processed the food is, the less the difference matters because it's been so thoroughly modified from its original state.|quora.json|kamal
"Joshua-Engel|Joshua Engel|423|25|9|n|p|q|""An organic TV dinner tastes of """"processed"""" rather than """"organic"""".""|quora.json|kamal"
"Joshua-Engel|Joshua Engel|423|25|9|0|cp|t|""An organic TV dinner tastes of """"processed"""" rather than """"organic"""".""|quora.json|kamal"
Joshua-Engel|Joshua Engel|423|26|0|nan|nan|nan|As before, cooking it yourself (or having it cooked fresh) will make a bigger difference.|quora.json|kamal
Stephen-R-Morse|Stephen R Morse|425|1|9|p|p|q|Yes, organic food tastes the way the earth intended it.|quora.json|kamal
Stephen-R-Morse|Stephen R Morse|425|2|9|p|p|q|In which case, it is natural, and better for you on all levels.|quora.json|kamal
Stephen-R-Morse|Stephen R Morse|425|3|9|p|p|t|The taste of organic fruits and vegetables s the most natural thing you can taste.|quora.json|kamal
"Ravi-Nagori-1|Ravi Nagori|432|1|0|nan|nan|nan|""The question reminds me of another question """"Why do we have a double blind trial in science"""".""|quora.json|kamal"
Ravi-Nagori-1|Ravi Nagori|432|2|0|nan|nan|nan|Lets apply that logic here.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|3|9|0|p|g|Scenario 1: Take identical looking organic fruit(say apple) and non-organic fruit.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|3|9|0|cp|g|Scenario 1: Take identical looking organic fruit(say apple) and non-organic fruit.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|4|9|0|p|ll|Remove their labels and put them on a table.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|4|9|0|cp|ll|Remove their labels and put them on a table.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|5|0|nan|nan|nan|Ask people to taste it.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|6|9|0|p|t|See how many people rate organic apple as better tasting.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|7|9|0|p|g|Scenario 2 : Again take identical looking organic and non-organic fruit(apple again!)|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|7|9|0|cp|g|Scenario 2 : Again take identical looking organic and non-organic fruit(apple again!)|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|8|0|nan|nan|nan|and this time switch their labels.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|9|0|nan|nan|nan|Ask people to taste it.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|10|9|0|p|t|See how many people rate the 'organically labelled' apple ( which is non-organic actually) better tasting.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|11|9|0|p|g|Scenario 3 : Repeat scenario 1 but this time ask people if they can identify the organic fruit.|quora.json|kamal
Ravi-Nagori-1|Ravi Nagori|432|12|0|nan|nan|nan|Look for correct response.|quora.json|kamal
